sscl1,sscl2,n,a,b,c1,c2,astar,bstar,cstar1,cstar2
DE/C,J/G,1,True,True,False,False,True,True,False,False
CD/E,H/F,1,True,True,False,False,True,True,False,False
CD/E,FHJKL/GI,1,True,True,False,False,True,True,False,True
E/CD,F/H,2,True,True,False,False,True,True,False,False
E/CD,FGJ/,2,True,False,False,False,True,True,False,False
C/DE,GIJ/F,2,True,True,False,False,True,True,False,False
CD/E,F/J,1,True,True,False,False,True,True,False,False
DE/C,IKL/FGHJ,1,True,True,False,False,True,True,False,True
E/CD,FH/GJ,3,True,True,False,False,True,True,False,False
DE/C,HIKL/FGJ,1,True,True,False,False,True,True,False,True
E/CD,FHJ/,2,True,False,False,False,True,True,False,False
E/CD,GI/FJ,3,True,True,False,False,True,True,False,False
C/DE,GJ/,2,True,False,False,False,True,True,False,False
C/DE,FJ/,2,True,False,False,False,True,True,False,False
E/CD,J/F,2,True,True,False,False,True,True,False,False
DE/C,KL/FHJ,1,True,True,False,False,True,False,False,True
E/CD,GI/J,2,True,True,False,False,True,True,False,False
DE/C,GIKL/FHJ,1,True,True,False,False,True,True,False,True
E/CD,/,1,True,False,False,False,True,False,False,False
C/DE,IKL/FGHJ,1,True,True,False,False,True,True,False,True
DE/C,H/FJ,2,True,True,False,False,True,True,False,False
CDE/,FJ/GI,2,False,True,False,False,True,True,False,False
E/CD,FHKL/GIJ,1,True,True,False,False,True,True,False,True
E/CD,J/GI,3,True,True,False,False,True,True,False,False
CD/E,/F,1,True,True,False,False,True,False,False,False
E/CD,GIKL/FHJ,1,True,True,False,False,True,True,False,True
E/CD,I/,2,True,False,False,False,True,True,False,False
DE/C,FH/GJ,2,True,True,False,False,True,True,False,False
CD/E,KL/FH,1,True,True,False,False,True,False,False,True
CD/E,FHJ/G,1,True,True,False,False,True,True,False,False
C/DE,FJ/H,2,True,True,False,False,True,True,False,False
CD/E,KL/FHJ,1,True,True,False,False,True,False,False,True
C/DE,J/F,2,True,True,False,False,True,True,False,False
CD/E,HKL/GI,1,True,True,False,False,True,True,False,True
E/CD,KL/FH,1,True,True,False,False,True,False,False,True
DE/C,I/GJ,2,True,True,False,False,True,True,False,False
E/CD,G/FHJ,3,True,True,False,False,True,True,False,False
C/DE,IKL/FHJ,1,True,True,False,False,True,True,False,True
C/DE,/I,1,True,True,False,False,True,False,False,False
E/CD,H/FGJ,3,True,True,False,False,True,True,False,False
C/DE,FHIKL/GJ,1,True,True,False,False,True,True,False,True
E/CD,KL/FHJ,1,True,True,False,False,True,False,False,True
E/CD,FH/J,2,True,True,False,False,True,True,False,False
E/CD,IKL/FH,1,True,True,False,False,True,True,False,True
C/DE,GIKL/FJ,1,True,True,False,False,True,True,False,True
C/DE,I/FGJ,3,True,True,False,False,True,True,False,False
CD/E,GIKL/FHJ,1,True,True,False,False,True,True,False,True
C/DE,J/,2,True,False,False,False,True,True,False,False
CDE/,F/GJ,2,False,True,False,False,True,True,False,False
CD/E,FH/J,1,True,True,False,False,True,True,False,False
CDE/,FHIKL/GJ,1,False,True,False,False,True,True,False,True
DE/C,KL/FH,1,True,True,False,False,True,False,False,True
CD/E,FHKL/GI,1,True,True,False,False,True,True,False,True
C/DE,FHJKL/GI,1,True,True,False,False,True,True,False,True
DE/C,FJ/GI,2,True,True,False,False,True,True,False,False
CDE/,FH/GJ,2,False,True,False,False,True,True,False,False
C/DE,KL/FH,1,True,True,False,False,True,False,False,True
E/CD,H/,2,True,False,False,False,True,True,False,False
C/DE,/J,1,True,True,False,False,True,False,False,False
CDE/,H/FGJ,2,False,True,False,False,True,True,False,False
DE/C,FJ/H,1,True,True,False,False,True,True,False,False
DE/C,HKL/FGIJ,1,True,True,False,False,True,True,False,True
DE/C,KL/FGHJ,1,True,True,False,False,True,False,False,True
CDE/,H/FJ,2,False,True,False,False,True,True,False,False
C/DE,FH/,2,True,False,False,False,True,True,False,False
CD/E,KL/GI,1,True,True,False,False,True,False,False,True
CD/E,HKL/FJ,1,True,True,False,False,True,True,False,True
C/DE,GJ/F,2,True,True,False,False,True,True,False,False
DE/C,GIKL/FJ,1,True,True,False,False,True,True,False,True
C/DE,G/J,2,True,True,False,False,True,True,False,False
CD/E,FHKL/GIJ,1,True,True,False,False,True,True,False,True
DE/C,FHKL/GIJ,1,True,True,False,False,True,True,False,True
DE/C,GJ/FH,2,True,True,False,False,True,True,False,False
DE/C,F/GJ,2,True,True,False,False,True,True,False,False
C/DE,KL/FGHJ,1,True,True,False,False,True,False,False,True
E/CD,GJ/,2,True,False,False,False,True,True,False,False
CDE/,KL/FHJ,1,False,True,False,False,True,False,False,True
CD/E,KL/FGHJ,1,True,True,False,False,True,False,False,True
E/CD,FGHJ/,2,True,False,False,False,True,True,False,False
CDE/,FHKL/GIJ,1,False,True,False,False,True,True,False,True
DE/C,G/FHJ,2,True,True,False,False,True,True,False,False
DE/C,GJ/F,1,True,True,False,False,True,True,False,False
E/CD,FJ/G,2,True,True,False,False,True,True,False,False
E/CD,/H,1,True,True,False,False,True,False,False,False
C/DE,FGJ/I,2,True,True,False,False,True,True,False,False
DE/C,J/FH,2,True,True,False,False,True,True,False,False
C/DE,KL/FHJ,1,True,True,False,False,True,False,False,True
C/DE,GIJ/,2,True,False,False,False,True,True,False,False
E/CD,GI/,2,True,False,False,False,True,True,False,False
C/DE,IKL/FH,1,True,True,False,False,True,True,False,True
C/DE,HKL/FGJ,1,True,True,False,False,True,True,False,True
DE/C,J/F,1,True,True,False,False,True,True,False,False
C/DE,I/G,2,True,True,False,False,True,True,False,False
C/DE,GI/,2,True,False,False,False,True,True,False,False
CD/E,FGJ/H,1,True,True,False,False,True,True,False,False
C/DE,/G,1,True,True,False,False,True,False,False,False
DE/C,F/J,1,True,True,False,False,True,True,False,False
CD/E,FJ/H,1,True,True,False,False,True,True,False,False
DE/C,G/FJ,2,True,True,False,False,True,True,False,False
CDE/,IKL/FH,1,False,True,False,False,True,True,False,True
CD/E,GJ/I,1,True,True,False,False,True,True,False,False
C/DE,FH/J,2,True,True,False,False,True,True,False,False
E/CD,G/,2,True,False,False,False,True,True,False,False
CD/E,FH/GJ,2,True,True,False,False,True,True,False,False
DE/C,FHJ/G,1,True,True,False,False,True,True,False,False
CDE/,GIKL/FJ,1,False,True,False,False,True,True,False,True
E/CD,J/,2,True,False,False,False,True,True,False,False
C/DE,FHJ/,2,True,False,False,False,True,True,False,False
C/DE,GJ/I,2,True,True,False,False,True,True,False,False
E/CD,F/GJ,3,True,True,False,False,True,True,False,False
C/DE,F/,2,True,False,False,False,True,True,False,False
CDE/,GJ/FH,2,False,True,False,False,True,True,False,False
CD/E,/G,1,True,True,False,False,True,False,False,False
E/CD,GIJ/,2,True,False,False,False,True,True,False,False
CD/E,IKL/FH,1,True,True,False,False,True,True,False,True
C/DE,J/FH,3,True,True,False,False,True,True,False,False
E/CD,FGJ/H,2,True,True,False,False,True,True,False,False
E/CD,/G,1,True,True,False,False,True,False,False,False
E/CD,HIKL/FJ,1,True,True,False,False,True,True,False,True
CD/E,GI/J,1,True,True,False,False,True,True,False,False
E/CD,/F,1,True,True,False,False,True,False,False,False
C/DE,FHKL/GIJ,1,True,True,False,False,True,True,False,True
CD/E,HKL/FGIJ,1,True,True,False,False,True,True,False,True
C/DE,KL/GI,1,True,True,False,False,True,False,False,True
C/DE,F/J,2,True,True,False,False,True,True,False,False
C/DE,/H,1,True,True,False,False,True,False,False,False
CDE/,HIKL/FJ,1,False,True,False,False,True,True,False,True
DE/C,G/I,1,True,True,False,False,True,True,False,False
CD/E,J/FH,2,True,True,False,False,True,True,False,False
E/CD,HKL/FJ,1,True,True,False,False,True,True,False,True
DE/C,/H,1,True,True,False,False,True,False,False,False
DE/C,GI/FJ,2,True,True,False,False,True,True,False,False
DE/C,J/GI,2,True,True,False,False,True,True,False,False
E/CD,GJ/I,2,True,True,False,False,True,True,False,False
C/DE,FHKL/GI,1,True,True,False,False,True,True,False,True
C/DE,/,1,True,False,False,False,True,False,False,False
CDE/,J/GI,2,False,True,False,False,True,True,False,False
CD/E,/I,1,True,True,False,False,True,False,False,False
CDE/,KL/FH,1,False,True,False,False,True,False,False,True
C/DE,FGIJ/,2,True,False,False,False,True,True,False,False
CD/E,G/FHJ,2,True,True,False,False,True,True,False,False
CD/E,FJ/G,1,True,True,False,False,True,True,False,False
DE/C,/I,1,True,True,False,False,True,False,False,False
CDE/,GHIKL/FJ,1,False,True,False,False,True,True,False,True
C/DE,HKL/GI,1,True,True,False,False,True,True,False,True
DE/C,IKL/FHJ,1,True,True,False,False,True,True,False,True
E/CD,/I,1,True,True,False,False,True,False,False,False
C/DE,HKL/FGIJ,1,True,True,False,False,True,True,False,True
CDE/,J/FH,2,False,True,False,False,True,True,False,False
CDE/,IKL/FGHJ,1,False,True,False,False,True,True,False,True
E/CD,I/G,2,True,True,False,False,True,True,False,False
E/CD,FHIKL/GJ,1,True,True,False,False,True,True,False,True
DE/C,FHKL/GI,1,True,True,False,False,True,True,False,True
DE/C,FJ/G,1,True,True,False,False,True,True,False,False
E/CD,J/G,2,True,True,False,False,True,True,False,False
DE/C,HKL/FGJ,1,True,True,False,False,True,True,False,True
E/CD,/J,1,True,True,False,False,True,False,False,False
E/CD,HKL/FGIJ,1,True,True,False,False,True,True,False,True
CD/E,IKL/FHJ,1,True,True,False,False,True,True,False,True
CDE/,GIKL/FHJ,1,False,True,False,False,True,True,False,True
E/CD,HIKL/FGJ,1,True,True,False,False,True,True,False,True
CDE/,IKL/FHJ,1,False,True,False,False,True,True,False,True
C/DE,GHIKL/FJ,1,True,True,False,False,True,True,False,True
CD/E,H/FGJ,2,True,True,False,False,True,True,False,False
CD/E,FGJ/I,1,True,True,False,False,True,True,False,False
DE/C,/J,1,True,True,False,False,True,False,False,False
E/CD,KL/GI,1,True,True,False,False,True,False,False,True
DE/C,KL/GI,1,True,True,False,False,True,False,False,True
E/CD,FHJ/G,2,True,True,False,False,True,True,False,False
CD/E,I/FGJ,2,True,True,False,False,True,True,False,False
C/DE,HIKL/FJ,1,True,True,False,False,True,True,False,True
DE/C,FHJKL/GI,1,True,True,False,False,True,True,False,True
CD/E,/J,1,True,True,False,False,True,False,False,False
CDE/,HKL/FJ,1,False,True,False,False,True,True,False,True
DE/C,FGJ/H,1,True,True,False,False,True,True,False,False
DE/C,/G,1,True,True,False,False,True,False,False,False
CDE/,I/FGJ,2,False,True,False,False,True,True,False,False
CD/E,J/G,1,True,True,False,False,True,True,False,False
CDE/,HKL/FGIJ,1,False,True,False,False,True,True,False,True
E/CD,GHIKL/FJ,1,True,True,False,False,True,True,False,True
CD/E,GHIKL/FJ,1,True,True,False,False,True,True,False,True
CD/E,GIJ/F,1,True,True,False,False,True,True,False,False
DE/C,GJ/I,1,True,True,False,False,True,True,False,False
C/DE,HIKL/FGJ,1,True,True,False,False,True,True,False,True
CD/E,G/I,1,True,True,False,False,True,True,False,False
CD/E,/H,1,True,True,False,False,True,False,False,False
DE/C,HKL/GI,1,True,True,False,False,True,True,False,True
CDE/,HKL/FGJ,1,False,True,False,False,True,True,False,True
DE/C,I/G,1,True,True,False,False,True,True,False,False
DE/C,G/J,1,True,True,False,False,True,True,False,False
CD/E,FHIKL/GJ,1,True,True,False,False,True,True,False,True
B/DE,GJ/,2,True,False,False,False,True,True,False,False
B/DE,GJ/I,2,True,True,False,False,True,True,False,False
D/BE,I/G,2,True,True,False,False,True,True,False,False
B/DE,GI/FJ,3,True,True,False,False,True,True,False,False
D/BE,KL/FH,1,True,True,False,False,True,False,False,True
BDE/,K/FHJ,1,False,True,False,False,True,False,False,True
BDE/,FHIKL/GJ,1,False,True,False,False,True,True,False,True
BE/D,FHJ/G,1,True,True,False,False,True,True,False,False
BE/D,I/FGJ,2,True,True,False,False,True,True,False,False
B/DE,I/GJ,3,True,True,False,False,True,True,False,False
B/DE,F/,2,True,False,False,False,True,True,False,False
BDE/,IKL/FH,1,False,True,False,False,True,True,False,True
BE/D,J/GI,2,True,True,False,False,True,True,False,False
BE/D,KL/FH,1,True,True,False,False,True,False,False,True
D/BE,GHIKL/FJ,1,True,True,False,False,True,True,False,True
D/BE,H/FGJ,3,True,True,False,False,True,True,False,False
B/DE,H/FGJ,3,True,True,False,False,True,True,False,False
D/BE,FJ/G,2,True,True,False,False,True,True,False,False
DE/B,HIKL/FJ,1,True,True,False,False,True,True,False,True
DE/B,FJ/GI,2,True,True,False,False,True,True,False,False
DE/B,HIKL/FGJ,1,True,True,False,False,True,True,False,True
BDE/,HKL/FJ,1,False,True,False,False,True,True,False,True
BE/D,F/GJ,2,True,True,False,False,True,True,False,False
DE/B,/F,1,True,True,False,False,True,False,False,False
D/BE,FGJ/H,2,True,True,False,False,True,True,False,False
DE/B,FHIKL/GJ,1,True,True,False,False,True,True,False,True
BE/D,FJ/H,1,True,True,False,False,True,True,False,False
B/DE,GIKL/FHJ,1,True,True,False,False,True,True,False,True
B/DE,L/GI,1,True,True,False,False,True,False,False,True
D/BE,FH/,2,True,False,False,False,True,True,False,False
BE/D,GJ/I,1,True,True,False,False,True,True,False,False
B/DE,F/GIJ,3,True,True,False,False,True,True,False,False
B/DE,/J,1,True,True,False,False,True,False,False,False
D/BE,KL/FHJ,1,True,True,False,False,True,False,False,True
B/DE,G/J,2,True,True,False,False,True,True,False,False
B/DE,G/FHJ,3,True,True,False,False,True,True,False,False
B/DE,FH/GJ,3,True,True,False,False,True,True,False,False
D/BE,FHJ/,2,True,False,False,False,True,True,False,False
B/DE,F/J,2,True,True,False,False,True,True,False,False
D/BE,F/GJ,3,True,True,False,False,True,True,False,False
B/DE,H/F,2,True,True,False,False,True,True,False,False
D/BE,F/J,2,True,True,False,False,True,True,False,False
B/DE,FGIJ/,2,True,False,False,False,True,True,False,False
B/DE,FH/J,2,True,True,False,False,True,True,False,False
D/BE,G/J,2,True,True,False,False,True,True,False,False
D/BE,GJ/,2,True,False,False,False,True,True,False,False
B/DE,G/FJ,3,True,True,False,False,True,True,False,False
BDE/,KL/FHJ,1,False,True,False,False,True,False,False,True
BE/D,GJ/F,1,True,True,False,False,True,True,False,False
D/BE,I/GJ,3,True,True,False,False,True,True,False,False
B/DE,FJ/GI,3,True,True,False,False,True,True,False,False
BDE/,H/FJ,2,False,True,False,False,True,True,False,False
D/BE,/,1,True,False,False,False,True,False,False,False
B/DE,F/H,2,True,True,False,False,True,True,False,False
B/DE,H/FJ,3,True,True,False,False,True,True,False,False
BE/D,KL/GI,1,True,True,False,False,True,False,False,True
BDE/,IL/GJ,1,False,True,False,False,True,True,False,True
B/DE,FHKL/GIJ,1,True,True,False,False,True,True,False,True
D/BE,/G,1,True,True,False,False,True,False,False,False
B/DE,GI/J,2,True,True,False,False,True,True,False,False
BE/D,FH/GJ,2,True,True,False,False,True,True,False,False
B/DE,KL/FH,1,True,True,False,False,True,False,False,True
BE/D,G/FHJ,2,True,True,False,False,True,True,False,False
BDE/,GJ/FH,2,False,True,False,False,True,True,False,False
D/BE,FH/GJ,3,True,True,False,False,True,True,False,False
BDE/,HK/FGJ,1,False,True,False,False,True,True,False,True
BE/D,GIJ/F,1,True,True,False,False,True,True,False,False
DE/B,HK/FGJ,1,True,True,False,False,True,True,False,True
DE/B,GI/FJ,2,True,True,False,False,True,True,False,False
BE/D,I/GJ,2,True,True,False,False,True,True,False,False
D/BE,I/FGJ,3,True,True,False,False,True,True,False,False
B/DE,IL/GJ,1,True,True,False,False,True,True,False,True
BE/D,IKL/FGHJ,1,True,True,False,False,True,True,False,True
D/BE,G/FHJ,3,True,True,False,False,True,True,False,False
BE/D,FJ/GI,2,True,True,False,False,True,True,False,False
D/BE,KL/FGHJ,1,True,True,False,False,True,False,False,True
B/DE,GJ/FH,3,True,True,False,False,True,True,False,False
BE/D,FHKL/GIJ,1,True,True,False,False,True,True,False,True
DE/B,/G,1,True,True,False,False,True,False,False,False
B/DE,FHIKL/GJ,1,True,True,False,False,True,True,False,True
DE/B,J/GI,2,True,True,False,False,True,True,False,False
DE/B,J/FH,2,True,True,False,False,True,True,False,False
DE/B,I/G,1,True,True,False,False,True,True,False,False
D/BE,FH/J,2,True,True,False,False,True,True,False,False
B/DE,I/G,2,True,True,False,False,True,True,False,False
D/BE,I/,2,True,False,False,False,True,True,False,False
D/BE,GJ/I,2,True,True,False,False,True,True,False,False
D/BE,G/FJ,3,True,True,False,False,True,True,False,False
B/DE,HK/FGJ,1,True,True,False,False,True,True,False,True
B/DE,FGHJ/,2,True,False,False,False,True,True,False,False
D/BE,IKL/FGHJ,1,True,True,False,False,True,True,False,True
B/DE,GIJ/,2,True,False,False,False,True,True,False,False
D/BE,J/G,2,True,True,False,False,True,True,False,False
B/DE,HKL/FGIJ,1,True,True,False,False,True,True,False,True
DE/B,F/J,1,True,True,False,False,True,True,False,False
BE/D,H/FGJ,2,True,True,False,False,True,True,False,False
B/DE,J/F,2,True,True,False,False,True,True,False,False
BE/D,HKL/GI,1,True,True,False,False,True,True,False,True
BE/D,I/G,1,True,True,False,False,True,True,False,False
BDE/,GIKL/FJ,1,False,True,False,False,True,True,False,True
BE/D,FGJ/I,1,True,True,False,False,True,True,False,False
DE/B,F/GJ,2,True,True,False,False,True,True,False,False
BDE/,G/FJ,2,False,True,False,False,True,True,False,False
BDE/,H/FGJ,2,False,True,False,False,True,True,False,False
D/BE,/I,1,True,True,False,False,True,False,False,False
B/DE,HIKL/FGJ,1,True,True,False,False,True,True,False,True
B/DE,GJ/F,2,True,True,False,False,True,True,False,False
D/BE,GIJ/,2,True,False,False,False,True,True,False,False
BE/D,HKL/FJ,1,True,True,False,False,True,True,False,True
DE/B,/J,1,True,True,False,False,True,False,False,False
B/DE,I/FGJ,3,True,True,False,False,True,True,False,False
D/BE,GJ/FH,3,True,True,False,False,True,True,False,False
B/DE,F/GJ,3,True,True,False,False,True,True,False,False
DE/B,G/I,1,True,True,False,False,True,True,False,False
D/BE,FHJKL/GI,1,True,True,False,False,True,True,False,True
BE/D,G/FJ,2,True,True,False,False,True,True,False,False
BE/D,HIKL/FGJ,1,True,True,False,False,True,True,False,True
DE/B,IKL/FH,1,True,True,False,False,True,True,False,True
BDE/,J/GI,2,False,True,False,False,True,True,False,False
BDE/,HIKL/FJ,1,False,True,False,False,True,True,False,True
B/DE,IKL/FH,1,True,True,False,False,True,True,False,True
D/BE,J/GI,3,True,True,False,False,True,True,False,False
B/DE,J/FH,3,True,True,False,False,True,True,False,False
DE/B,HKL/FJ,1,True,True,False,False,True,True,False,True
BE/D,GJ/FH,2,True,True,False,False,True,True,False,False
B/DE,G/I,2,True,True,False,False,True,True,False,False
D/BE,HKL/GI,1,True,True,False,False,True,True,False,True
B/DE,HKL/FJ,1,True,True,False,False,True,True,False,True
D/BE,/H,1,True,True,False,False,True,False,False,False
BDE/,F/GJ,2,False,True,False,False,True,True,False,False
B/DE,KL/GI,1,True,True,False,False,True,False,False,True
BDE/,FHKL/GIJ,1,False,True,False,False,True,True,False,True
DE/B,GIKL/FHJ,1,True,True,False,False,True,True,False,True
D/BE,GJ/F,2,True,True,False,False,True,True,False,False
D/BE,IKL/FHJ,1,True,True,False,False,True,True,False,True
BDE/,GIKL/FHJ,1,False,True,False,False,True,True,False,True
DE/B,FGJ/I,1,True,True,False,False,True,True,False,False
D/BE,J/F,2,True,True,False,False,True,True,False,False
BE/D,FHIKL/GJ,1,True,True,False,False,True,True,False,True
B/DE,GIJ/F,2,True,True,False,False,True,True,False,False
B/DE,KL/FHJ,1,True,True,False,False,True,False,False,True
DE/B,KL/FH,1,True,True,False,False,True,False,False,True
BE/D,FHJKL/GI,1,True,True,False,False,True,True,False,True
B/DE,IKL/FHJ,1,True,True,False,False,True,True,False,True
D/BE,G/I,2,True,True,False,False,True,True,False,False
DE/B,FHJKL/GI,1,True,True,False,False,True,True,False,True
DE/B,F/GIJ,2,True,True,False,False,True,True,False,False
DE/B,H/FGJ,2,True,True,False,False,True,True,False,False
D/BE,F/GIJ,3,True,True,False,False,True,True,False,False
DE/B,GJ/FH,2,True,True,False,False,True,True,False,False
D/BE,F/,2,True,False,False,False,True,True,False,False
DE/B,FHK/GJ,1,True,True,False,False,True,True,False,True
B/DE,J/,2,True,False,False,False,True,True,False,False
D/BE,FJ/H,2,True,True,False,False,True,True,False,False
B/DE,FGJ/H,2,True,True,False,False,True,True,False,False
B/DE,FHJ/G,2,True,True,False,False,True,True,False,False
BE/D,F/J,1,True,True,False,False,True,True,False,False
B/DE,FHKL/GI,1,True,True,False,False,True,True,False,True
D/BE,H/F,2,True,True,False,False,True,True,False,False
D/BE,KL/GI,1,True,True,False,False,True,False,False,True
D/BE,GIJ/F,2,True,True,False,False,True,True,False,False
BDE/,HIKL/FGJ,1,False,True,False,False,True,True,False,True
D/BE,FJ/,2,True,False,False,False,True,True,False,False
DE/B,HK/FJ,1,True,True,False,False,True,True,False,True
D/BE,FHJ/G,2,True,True,False,False,True,True,False,False
BDE/,G/FHJ,2,False,True,False,False,True,True,False,False
B/DE,HK/FJ,1,True,True,False,False,True,True,False,True
BE/D,J/F,1,True,True,False,False,True,True,False,False
BDE/,I/GJ,2,False,True,False,False,True,True,False,False
D/BE,FHKL/GIJ,1,True,True,False,False,True,True,False,True
B/DE,K/FHJ,1,True,True,False,False,True,False,False,True
BDE/,KL/FGHJ,1,False,True,False,False,True,False,False,True
B/DE,/F,1,True,True,False,False,True,False,False,False
BE/D,H/FJ,2,True,True,False,False,True,True,False,False
B/DE,/,1,True,False,False,False,True,False,False,False
D/BE,FGIJ/,2,True,False,False,False,True,True,False,False
DE/B,KL/FHJ,1,True,True,False,False,True,False,False,True
DE/B,IKL/FHJ,1,True,True,False,False,True,True,False,True
BE/D,/H,1,True,True,False,False,True,False,False,False
DE/B,J/G,1,True,True,False,False,True,True,False,False
BDE/,GHIKL/FJ,1,False,True,False,False,True,True,False,True
B/DE,KL/FGHJ,1,True,True,False,False,True,False,False,True
B/DE,I/,2,True,False,False,False,True,True,False,False
BDE/,GI/FJ,2,False,True,False,False,True,True,False,False
BE/D,J/G,1,True,True,False,False,True,True,False,False
B/DE,FHK/GJ,1,True,True,False,False,True,True,False,True
BDE/,HK/FJ,1,False,True,False,False,True,True,False,True
B/DE,HKL/GI,1,True,True,False,False,True,True,False,True
BDE/,HK/FGIJ,1,False,True,False,False,True,True,False,True
D/BE,H/,2,True,False,False,False,True,True,False,False
D/BE,/F,1,True,True,False,False,True,False,False,False
B/DE,J/G,2,True,True,False,False,True,True,False,False
D/BE,J/FH,3,True,True,False,False,True,True,False,False
BDE/,FHJKL/GI,1,False,True,False,False,True,True,False,True
B/DE,FGJ/,2,True,False,False,False,True,True,False,False
BE/D,FHKL/GI,1,True,True,False,False,True,True,False,True
D/BE,HIKL/FJ,1,True,True,False,False,True,True,False,True
BDE/,F/GIJ,2,False,True,False,False,True,True,False,False
DE/B,FH/J,1,True,True,False,False,True,True,False,False
D/BE,GI/J,2,True,True,False,False,True,True,False,False
BE/D,GI/J,1,True,True,False,False,True,True,False,False
D/BE,J/,2,True,False,False,False,True,True,False,False
DE/B,F/H,1,True,True,False,False,True,True,False,False
BE/D,KL/FHJ,1,True,True,False,False,True,False,False,True
B/DE,GI/,2,True,False,False,False,True,True,False,False
D/BE,FJ/GI,3,True,True,False,False,True,True,False,False
DE/B,HKL/FGIJ,1,True,True,False,False,True,True,False,True
DE/B,IKL/FGHJ,1,True,True,False,False,True,True,False,True
B/DE,GIL/FJ,1,True,True,False,False,True,True,False,True
B/DE,FJ/H,2,True,True,False,False,True,True,False,False
B/DE,HK/FGIJ,1,True,True,False,False,True,True,False,True
DE/B,L/GI,1,True,True,False,False,True,False,False,True
B/DE,FJ/,2,True,False,False,False,True,True,False,False
BE/D,/G,1,True,True,False,False,True,False,False,False
BE/D,HKL/FGJ,1,True,True,False,False,True,True,False,True
DE/B,G/FHJ,2,True,True,False,False,True,True,False,False
D/BE,GI/,2,True,False,False,False,True,True,False,False
DE/B,FJ/H,1,True,True,False,False,True,True,False,False
D/BE,GI/FJ,3,True,True,False,False,True,True,False,False
BE/D,FGJ/H,1,True,True,False,False,True,True,False,False
D/BE,FGJ/,2,True,False,False,False,True,True,False,False
B/DE,FH/,2,True,False,False,False,True,True,False,False
DE/B,/I,1,True,True,False,False,True,False,False,False
D/BE,FHKL/GI,1,True,True,False,False,True,True,False,True
DE/B,GIL/FJ,1,True,True,False,False,True,True,False,True
BE/D,F/GIJ,2,True,True,False,False,True,True,False,False
BE/D,GHIKL/FJ,1,True,True,False,False,True,True,False,True
B/DE,FGJ/I,2,True,True,False,False,True,True,False,False
BDE/,FH/GJ,2,False,True,False,False,True,True,False,False
BE/D,H/F,1,True,True,False,False,True,True,False,False
BE/D,J/FH,2,True,True,False,False,True,True,False,False
B/DE,/G,1,True,True,False,False,True,False,False,False
BE/D,GIKL/FJ,1,True,True,False,False,True,True,False,True
B/DE,H/,2,True,False,False,False,True,True,False,False
DE/B,H/F,1,True,True,False,False,True,True,False,False
BDE/,L/GI,1,False,True,False,False,True,False,False,True
B/DE,FHJ/,2,True,False,False,False,True,True,False,False
D/BE,GIKL/FJ,1,True,True,False,False,True,True,False,True
DE/B,FHJ/G,1,True,True,False,False,True,True,False,False
DE/B,GI/J,1,True,True,False,False,True,True,False,False
DE/B,I/FGJ,2,True,True,False,False,True,True,False,False
B/DE,/H,1,True,True,False,False,True,False,False,False
BE/D,/I,1,True,True,False,False,True,False,False,False
BDE/,FHKL/GI,1,False,True,False,False,True,True,False,True
DE/B,GJ/I,1,True,True,False,False,True,True,False,False
DE/B,J/F,1,True,True,False,False,True,True,False,False
D/BE,HKL/FJ,1,True,True,False,False,True,True,False,True
B/DE,J/GI,3,True,True,False,False,True,True,False,False
D/BE,H/FJ,3,True,True,False,False,True,True,False,False
DE/B,GHIKL/FJ,1,True,True,False,False,True,True,False,True
DE/B,FJ/G,1,True,True,False,False,True,True,False,False
BDE/,KL/FH,1,False,True,False,False,True,False,False,True
B/DE,FJ/G,2,True,True,False,False,True,True,False,False
DE/B,FH/GJ,2,True,True,False,False,True,True,False,False
D/BE,FGHJ/,2,True,False,False,False,True,True,False,False
BE/D,GIKL/FHJ,1,True,True,False,False,True,True,False,True
DE/B,I/GJ,2,True,True,False,False,True,True,False,False
B/DE,GHIKL/FJ,1,True,True,False,False,True,True,False,True
BDE/,J/FH,2,False,True,False,False,True,True,False,False
BDE/,HKL/FGJ,1,False,True,False,False,True,True,False,True
BDE/,FJ/GI,2,False,True,False,False,True,True,False,False
BE/D,/F,1,True,True,False,False,True,False,False,False
B/DE,FHJKL/GI,1,True,True,False,False,True,True,False,True
DE/B,KL/GI,1,True,True,False,False,True,False,False,True
BDE/,KL/GI,1,False,True,False,False,True,False,False,True
DE/B,GIJ/F,1,True,True,False,False,True,True,False,False
D/BE,F/H,2,True,True,False,False,True,True,False,False
BDE/,IKL/FHJ,1,False,True,False,False,True,True,False,True
DE/B,GIKL/FJ,1,True,True,False,False,True,True,False,True
D/BE,HIKL/FGJ,1,True,True,False,False,True,True,False,True
D/BE,FGJ/I,2,True,True,False,False,True,True,False,False
B/DE,/I,1,True,True,False,False,True,False,False,False
DE/B,FHKL/GI,1,True,True,False,False,True,True,False,True
BE/D,/J,1,True,True,False,False,True,False,False,False
DE/B,G/FJ,2,True,True,False,False,True,True,False,False
D/BE,FHIKL/GJ,1,True,True,False,False,True,True,False,True
DE/B,H/FJ,2,True,True,False,False,True,True,False,False
B/DE,HIKL/FJ,1,True,True,False,False,True,True,False,True
BE/D,HIKL/FJ,1,True,True,False,False,True,True,False,True
B/DE,HKL/FGJ,1,True,True,False,False,True,True,False,True
BE/D,IKL/FH,1,True,True,False,False,True,True,False,True
DE/B,K/FH,1,True,True,False,False,True,False,False,True
