sscl1,sscl2,n,a,b,c1,c2,astar,bstar,cstar1,cstar2
DL/ABC,J/I,1,True,True,False,False,True,True,True,False
DL/ABC,FGHL/J,1,True,True,False,False,True,True,True,True
DL/ABC,G/,1,True,False,False,False,True,True,True,False
DL/ABC,F/IJ,1,True,True,False,False,True,True,True,False
DL/ABC,FJ/,1,True,False,False,False,True,True,True,False
DL/ABC,FHIJ/,1,True,False,False,False,True,True,True,False
ABCDL/,GL/FHJ,1,False,True,False,False,True,True,True,True
DEL/K,GHL/IK,1,False,True,True,True,True,True,True,True
DEL/K,FGHL/IJK,1,False,True,True,True,True,True,True,True
EK/DL,K/FGHL,1,True,True,True,True,True,False,True,True
K/DEL,G/L,1,True,False,True,True,False,True,True,False
K/DEL,IK/GHL,1,True,True,True,True,False,True,True,True
L/DEK,FHJ/IK,1,True,True,True,True,False,True,True,False
DEK/L,K/GL,1,False,True,True,True,True,False,True,True
DEKL/,FGHKL/IJ,1,False,True,False,False,True,True,True,True
K/DEL,H/GL,1,True,True,True,True,False,True,True,False
EK/DL,K/GL,1,True,True,True,True,True,False,True,True
K/DEL,FIJK/GHL,1,True,True,True,True,False,True,True,True
K/DEL,K/FGHL,1,True,True,True,True,False,False,True,True
EK/DL,K/FGHIJL,1,True,True,True,True,True,False,True,True
EK/DL,H/GL,1,True,True,True,True,True,True,True,False
DEK/L,IJK/FGHL,1,False,True,True,True,True,True,True,True
EK/DL,J/FGHL,1,True,True,True,True,True,True,True,False
EK/DL,FH/GL,1,True,True,True,True,True,True,True,False
DEK/L,K/FGHJL,1,False,True,True,True,True,False,True,True
DL/EK,GHL/K,1,True,False,True,True,True,True,True,True
DEK/L,FIJK/GHL,1,False,True,True,True,True,True,True,True
K/DEL,FH/GL,1,True,True,True,True,False,True,True,False
DEK/L,IK/GHL,1,False,True,True,True,True,True,True,True
K/DEL,IJK/GL,1,True,True,True,True,False,True,True,True
L/DEK,J/IK,1,True,True,True,True,False,True,True,False
K/DEL,IK/GL,1,True,True,True,True,False,True,True,True
K/DEL,K/GHL,1,True,True,True,True,False,False,True,True
EK/DL,IK/GL,1,True,True,True,True,True,True,True,True
DEL/K,FGHJL/IK,1,False,True,True,True,True,True,True,True
DL/EK,GHL/IK,1,True,True,True,True,True,True,True,True
DL/EK,GL/IK,1,True,True,True,True,True,True,True,True
DEL/K,GL/IK,1,False,True,True,True,True,True,True,True
L/DEK,FGHJL/K,1,True,False,True,True,False,True,True,True
DL/EK,GL/K,1,True,False,True,True,True,True,True,True
L/DEK,F/IJK,1,True,True,True,True,False,True,True,False
EK/DL,IK/GHL,1,True,True,True,True,True,True,True,True
EK/DL,FHIJ/GL,1,True,True,True,True,True,True,True,False
EK/DL,K/FGHJL,1,True,True,True,True,True,False,True,True
DEKL/,GIJKL/FH,1,False,True,False,False,True,True,True,True
DL/EK,I/K,1,True,False,True,True,True,True,True,False
DEKL/,GKL/IJ,1,False,True,False,False,True,True,True,True
L/DEK,FIJ/K,1,True,False,True,True,False,True,True,False
L/DEK,FGHL/IJK,1,True,True,True,True,False,True,True,True
DL/EK,FGHJL/IK,1,True,True,True,True,True,True,True,True
DL/EK,IJ/K,1,True,False,True,True,True,True,True,False
K/DEL,K/GL,1,True,True,True,True,False,False,True,True
DL/EK,FGHJL/K,1,True,False,True,True,True,True,True,True
EK/DL,IJK/GL,1,True,True,True,True,True,True,True,True
DL/EK,FIJ/K,1,True,False,True,True,True,True,True,False
K/DEL,FJ/GHL,1,True,True,True,True,False,True,True,False
DEL/K,GL/IJK,1,False,True,True,True,True,True,True,True
L/DEK,GHL/FIJK,1,True,True,True,True,False,True,True,True
EK/DL,FJ/GHL,1,True,True,True,True,True,True,True,False
DEKL/,GKL/FH,1,False,True,False,False,True,True,True,True
DEL/K,GHL/FIJK,1,False,True,True,True,True,True,True,True
DL/EK,FJ/IK,1,True,True,True,True,True,True,True,False
DEKL/,GKL/FHIJ,1,False,True,False,False,True,True,True,True
DEK/L,IK/FGHJL,1,False,True,True,True,True,True,True,True
DEKL/,GHKL/FIJ,1,False,True,False,False,True,True,True,True
L/DEK,GL/IJK,1,True,True,True,True,False,True,True,True
DEK/L,K/FGHIJL,1,False,True,True,True,True,False,True,True
L/DEK,I/K,1,True,False,True,True,False,True,True,False
K/DEL,K/FGHJL,1,True,True,True,True,False,False,True,True
L/DEK,IJ/K,1,True,False,True,True,False,True,True,False
EK/DL,FHJ/GL,1,True,True,True,True,True,True,True,False
K/DEL,K/FGHIJL,1,True,True,True,True,False,False,True,True
DEKL/,GKL/FHJ,1,False,True,False,False,True,True,True,True
DL/EK,GL/IJK,1,True,True,True,True,True,True,True,True
L/DEK,GL/IK,1,True,True,True,True,False,True,True,True
DEK/L,K/GHL,1,False,True,True,True,True,False,True,True
DEK/L,FHIJK/GL,1,False,True,True,True,True,True,True,True
EK/DL,FIJK/GHL,1,True,True,True,True,True,True,True,True
L/DEK,FGHIJL/K,1,True,False,True,True,False,True,True,True
EK/DL,K/GHL,1,True,True,True,True,True,False,True,True
DL/EK,FGHL/K,1,True,False,True,True,True,True,True,True
L/DEK,GHL/IK,1,True,True,True,True,False,True,True,True
L/DEK,GL/K,1,True,False,True,True,False,True,True,True
DL/EK,FGHL/IJK,1,True,True,True,True,True,True,True,True
EK/DL,IK/FGHJL,1,True,True,True,True,True,True,True,True
L/DEK,FGHL/K,1,True,False,True,True,False,True,True,True
DEKL/,GHIKL/FJ,1,False,True,False,False,True,True,True,True
K/DEL,FHIJK/GL,1,True,True,True,True,False,True,True,True
K/DEL,FHJ/GL,1,True,True,True,True,False,True,True,False
DL/EK,GHL/FIJK,1,True,True,True,True,True,True,True,True
DL/EK,FGHIJL/K,1,True,False,True,True,True,True,True,True
DEL/K,GL/FHIJK,1,False,True,True,True,True,True,True,True
L/DEK,GHL/K,1,True,False,True,True,False,True,True,True
L/DEK,GL/FHIJK,1,True,True,True,True,False,True,True,True
DL/EK,FHJ/IK,1,True,True,True,True,True,True,True,False
DEK/L,IJK/GL,1,False,True,True,True,True,True,True,True
DL/EK,J/IK,1,True,True,True,True,True,True,True,False
EK/DL,IJK/FGHL,1,True,True,True,True,True,True,True,True
K/DEL,J/FGHL,1,True,True,True,True,False,True,True,False
DEKL/,GIKL/FHJ,1,False,True,False,False,True,True,True,True
DL/EK,GL/FHIJK,1,True,True,True,True,True,True,True,True
L/DEK,FJ/IK,1,True,True,True,True,False,True,True,False
DL/EK,F/IJK,1,True,True,True,True,True,True,True,False
K/DEL,FHIJ/GL,1,True,True,True,True,False,True,True,False
L/DEK,FGHJL/IK,1,True,True,True,True,False,True,True,True
K/DEL,IK/FGHJL,1,True,True,True,True,False,True,True,True
K/DEL,IJK/FGHL,1,True,True,True,True,False,True,True,True
DEK/L,IK/GL,1,False,True,True,True,True,True,True,True
DEK/L,K/FGHL,1,False,True,True,True,True,False,True,True
EK/DL,FHIJK/GL,1,True,True,True,True,True,True,True,True
EK/DL,G/L,1,True,False,True,True,True,True,True,False
C/DEK,J/IK,3,True,True,True,True,True,True,False,False
CK/DE,FHJ/,1,True,False,False,False,True,True,True,False
DEK/C,K/I,1,True,True,False,False,True,False,True,True
CK/DE,FIJ/,1,True,False,False,False,True,True,True,False
DE/CK,FHJ/IK,3,True,True,True,True,True,True,False,False
DEK/C,K/IJ,1,True,True,False,False,True,False,True,True
CK/DE,IJK/F,1,True,True,False,False,True,True,True,True
C/DEK,FIJ/K,2,True,False,True,True,True,True,False,False
C/DEK,GL/IK,1,True,True,True,True,True,True,False,True
CK/DE,I/J,1,True,True,False,False,True,True,True,False
CDEK/,K/FIJ,1,False,True,False,False,True,False,True,True
C/DEK,I/K,2,True,False,True,True,True,True,False,False
CK/DE,H/,1,True,False,False,False,True,True,True,False
CK/DE,FHIJK/,1,True,False,False,False,True,True,True,True
C/DEK,/K,1,True,False,True,True,True,False,False,False
CK/DE,J/I,1,True,True,False,False,True,True,True,False
CK/DE,J/,1,True,False,False,False,True,True,True,False
CK/DE,K/IJ,1,True,True,False,False,True,False,True,True
DE/CK,J/IK,3,True,True,True,True,True,True,False,False
C/DEK,FHJ/IK,3,True,True,True,True,True,True,False,False
DE/CK,GHL/IK,1,True,True,True,True,True,True,False,True
CK/DE,IJK/,1,True,False,False,False,True,True,True,True
CK/DE,FJ/,1,True,False,False,False,True,True,True,False
DE/CK,GL/IK,1,True,True,True,True,True,True,False,True
DE/CK,/K,1,True,False,True,True,True,False,False,False
DE/CK,FGHL/IJK,1,True,True,True,True,True,True,False,True
CK/DE,I/,1,True,False,False,False,True,True,True,False
DE/CK,I/K,2,True,False,True,True,True,True,False,False
CK/DE,IJ/F,1,True,True,False,False,True,True,True,False
DE/CK,IJ/K,2,True,False,True,True,True,True,False,False
C/DEK,GL/IJK,1,True,True,True,True,True,True,False,True
CK/DE,FIJK/,1,True,False,False,False,True,True,True,True
DE/CK,GL/FHIJK,1,True,True,True,True,True,True,False,True
C/DEK,GHL/IK,1,True,True,True,True,True,True,False,True
CK/DE,F/,1,True,False,False,False,True,True,True,False
DE/CK,FIJ/K,2,True,False,True,True,True,True,False,False
DE/CK,F/IJK,3,True,True,True,True,True,True,False,False
C/DEK,GHL/FIJK,1,True,True,True,True,True,True,False,True
C/DEK,IJ/K,2,True,False,True,True,True,True,False,False
CK/DE,IK/FJ,1,True,True,False,False,True,True,True,True
DEK/C,IK/J,1,True,True,False,False,True,True,True,True
CDEK/,IK/FHJ,1,False,True,False,False,True,True,True,True
CK/DE,K/FIJ,1,True,True,False,False,True,False,True,True
C/DEK,F/IJK,3,True,True,True,True,True,True,False,False
DE/CK,FJ/IK,3,True,True,True,True,True,True,False,False
C/DEK,FJ/IK,3,True,True,True,True,True,True,False,False
C/DEK,FGHL/IJK,1,True,True,True,True,True,True,False,True
CK/DE,IK/,1,True,False,False,False,True,True,True,True
DE/CK,GL/IJK,1,True,True,True,True,True,True,False,True
DEK/C,IK/FHJ,1,True,True,False,False,True,True,True,True
CK/DE,H/FJ,1,True,True,False,False,True,True,True,False
CDEK/,IK/FJ,1,False,True,False,False,True,True,True,True
CDEK/,K/IJ,1,False,True,False,False,True,False,True,True
DEK/C,K/FIJ,1,True,True,False,False,True,False,True,True
CK/DE,F/IJ,1,True,True,False,False,True,True,True,False
CK/DE,IK/J,1,True,True,False,False,True,True,True,True
DEK/C,IK/FJ,1,True,True,False,False,True,True,True,True
CK/DE,J/F,1,True,True,False,False,True,True,True,False
CK/DE,IK/FHJ,1,True,True,False,False,True,True,True,True
C/DEK,GL/FHIJK,1,True,True,True,True,True,True,False,True
CK/DE,K/I,1,True,True,False,False,True,False,True,True
DE/CK,GHL/FIJK,1,True,True,True,True,True,True,False,True
DEK/C,IJK/F,1,True,True,False,False,True,True,True,True
CK/DE,IJ/,1,True,False,False,False,True,True,True,False
C/DEK,FGHJL/IK,1,True,True,True,True,True,True,False,True
DE/CK,FGHJL/IK,1,True,True,True,True,True,True,False,True
CK/DE,K/,1,True,False,False,False,True,False,True,True
CK/DE,FJ/H,1,True,True,False,False,True,True,True,False
CK/DE,F/J,1,True,True,False,False,True,True,True,False
EK/BC,H/,1,True,False,False,False,True,True,True,False
B/CEK,GL/IK,1,True,True,True,True,True,True,False,True
EK/BC,H/FJ,1,True,True,False,False,True,True,True,False
B/CEK,FIJ/K,2,True,False,True,True,True,True,False,False
CEK/B,IK/J,1,True,True,False,False,True,True,True,True
EK/BC,FHIJK/,1,True,False,False,False,True,True,True,True
B/CEK,GHL/IK,1,True,True,True,True,True,True,False,True
CEK/B,IK/FJ,1,True,True,False,False,True,True,True,True
EK/BC,IK/J,1,True,True,False,False,True,True,True,True
BC/EK,FHJ/IK,3,True,True,True,True,True,True,False,False
EK/BC,IK/FHJ,1,True,True,False,False,True,True,True,True
BC/EK,IJ/K,2,True,False,True,True,True,True,False,False
CEK/B,IJK/F,1,True,True,False,False,True,True,True,True
BC/EK,GL/IK,1,True,True,True,True,True,True,False,True
BC/EK,I/K,2,True,False,True,True,True,True,False,False
EK/BC,IJ/F,1,True,True,False,False,True,True,True,False
BC/EK,FJ/IK,3,True,True,True,True,True,True,False,False
BC/EK,FIJ/K,2,True,False,True,True,True,True,False,False
B/CEK,IJ/K,2,True,False,True,True,True,True,False,False
EK/BC,IJK/,1,True,False,False,False,True,True,True,True
B/CEK,FJ/IK,3,True,True,True,True,True,True,False,False
B/CEK,FGHJL/IK,1,True,True,True,True,True,True,False,True
BC/EK,GHL/FIJK,1,True,True,True,True,True,True,False,True
EK/BC,IK/FJ,1,True,True,False,False,True,True,True,True
B/CEK,J/IK,3,True,True,True,True,True,True,False,False
B/CEK,F/IJK,3,True,True,True,True,True,True,False,False
B/CEK,GL/IJK,1,True,True,True,True,True,True,False,True
BC/EK,J/IK,3,True,True,True,True,True,True,False,False
CEK/B,K/IJ,1,True,True,False,False,True,False,True,True
B/CEK,I/K,2,True,False,True,True,True,True,False,False
BC/EK,F/IJK,3,True,True,True,True,True,True,False,False
CEK/B,IK/FHJ,1,True,True,False,False,True,True,True,True
B/CEK,FHJ/IK,3,True,True,True,True,True,True,False,False
EK/BC,I/,1,True,False,False,False,True,True,True,False
BC/EK,FGHJL/IK,1,True,True,True,True,True,True,False,True
BC/EK,/K,1,True,False,True,True,True,False,False,False
EK/BC,K/,1,True,False,False,False,True,False,True,True
CEK/B,K/I,1,True,True,False,False,True,False,True,True
EK/BC,I/J,1,True,True,False,False,True,True,True,False
EK/BC,F/J,1,True,True,False,False,True,True,True,False
BCEK/,K/IJ,1,False,True,False,False,True,False,True,True
EK/BC,K/FIJ,1,True,True,False,False,True,False,True,True
B/CEK,FGHL/IJK,1,True,True,True,True,True,True,False,True
EK/BC,FIJ/,1,True,False,False,False,True,True,True,False
BC/EK,FGHL/IJK,1,True,True,True,True,True,True,False,True
BCEK/,IK/FJ,1,False,True,False,False,True,True,True,True
BC/EK,GL/IJK,1,True,True,True,True,True,True,False,True
EK/BC,FHJ/,1,True,False,False,False,True,True,True,False
EK/BC,IK/,1,True,False,False,False,True,True,True,True
EK/BC,FJ/,1,True,False,False,False,True,True,True,False
BC/EK,GHL/IK,1,True,True,True,True,True,True,False,True
BC/EK,GL/FHIJK,1,True,True,True,True,True,True,False,True
EK/BC,K/IJ,1,True,True,False,False,True,False,True,True
B/CEK,GL/FHIJK,1,True,True,True,True,True,True,False,True
B/CEK,GHL/FIJK,1,True,True,True,True,True,True,False,True
EK/BC,FIJK/,1,True,False,False,False,True,True,True,True
EK/BC,J/I,1,True,True,False,False,True,True,True,False
B/CEK,/K,1,True,False,True,True,True,False,False,False
EK/BC,J/,1,True,False,False,False,True,True,True,False
EK/BC,F/,1,True,False,False,False,True,True,True,False
EK/BC,FJ/H,1,True,True,False,False,True,True,True,False
EK/BC,IJ/,1,True,False,False,False,True,True,True,False
EK/BC,J/F,1,True,True,False,False,True,True,True,False
EK/BC,F/IJ,1,True,True,False,False,True,True,True,False
BCEK/,IK/FHJ,1,False,True,False,False,True,True,True,True
CEK/B,K/FIJ,1,True,True,False,False,True,False,True,True
EK/BC,K/I,1,True,True,False,False,True,False,True,True
EK/BC,IJK/F,1,True,True,False,False,True,True,True,True
BCEK/,K/FIJ,1,False,True,False,False,True,False,True,True
DEL/A,GL/FHIJ,1,True,True,False,False,True,True,True,True
A/DEL,FHIJ/GL,3,True,True,True,True,True,True,False,False
A/DEL,IJK/GL,1,True,True,True,True,True,True,False,True
DEL/A,GHL/FJ,1,True,True,False,False,True,True,True,True
DEL/A,FGHL/J,1,True,True,False,False,True,True,True,True
A/DEL,J/FGHL,3,True,True,True,True,True,True,False,False
A/DEL,FHJ/GL,3,True,True,True,True,True,True,False,False
A/DEL,FHIJK/GL,1,True,True,True,True,True,True,False,True
DEL/A,L/G,1,True,True,False,False,True,False,True,True
ADEL/,GL/FHJ,1,False,True,False,False,True,True,True,True
A/DEL,H/GL,3,True,True,True,True,True,True,False,False
DEL/A,GL/FH,1,True,True,False,False,True,True,True,True
A/DEL,K/GHL,1,True,True,True,True,True,False,False,True
A/DEL,FJ/GHL,3,True,True,True,True,True,True,False,False
A/DEL,/L,1,True,False,True,True,True,False,False,False
A/DEL,IJK/FGHL,1,True,True,True,True,True,True,False,True
A/DEL,K/GL,1,True,True,True,True,True,False,False,True
A/DEL,IK/GL,1,True,True,True,True,True,True,False,True
A/DEL,FH/GL,3,True,True,True,True,True,True,False,False
ADEL/,GHL/FJ,1,False,True,False,False,True,True,True,True
A/DEL,G/L,2,True,False,True,True,True,True,False,False
A/DEL,FIJK/GHL,1,True,True,True,True,True,True,False,True
A/DEL,K/FGHJL,1,True,True,True,True,True,False,False,True
A/DEL,K/FGHL,1,True,True,True,True,True,False,False,True
ADEL/,GL/FHIJ,1,False,True,False,False,True,True,True,True
ADEL/,GL/FH,1,False,True,False,False,True,True,True,True
DEL/A,GL/H,1,True,True,False,False,True,True,True,True
DEL/A,GL/FHJ,1,True,True,False,False,True,True,True,True
A/DEL,K/FGHIJL,1,True,True,True,True,True,False,False,True
A/DEL,IK/GHL,1,True,True,True,True,True,True,False,True
A/DEL,IK/FGHJL,1,True,True,True,True,True,True,False,True
AB/CK,FHJ/IK,3,True,True,True,True,True,True,False,False
CK/AB,F/IJ,1,True,True,False,False,True,True,True,False
AB/CK,J/IK,3,True,True,True,True,True,True,False,False
CK/AB,K/IJ,1,True,True,False,False,True,False,True,True
A/BCK,J/IK,3,True,True,True,True,True,True,False,False
CK/AB,F/J,1,True,True,False,False,True,True,True,False
CK/AB,K/,1,True,False,False,False,True,False,True,True
CK/AB,FHIJK/,1,True,False,False,False,True,True,True,True
CK/AB,IJ/,1,True,False,False,False,True,True,True,False
CK/AB,IJK/,1,True,False,False,False,True,True,True,True
A/BCK,GL/IK,1,True,True,True,True,True,True,False,True
AB/CK,FJ/IK,3,True,True,True,True,True,True,False,False
CK/AB,K/FIJ,1,True,True,False,False,True,False,True,True
AB/CK,F/IJK,3,True,True,True,True,True,True,False,False
A/BCK,FJ/IK,3,True,True,True,True,True,True,False,False
BCK/A,K/I,1,True,True,False,False,True,False,True,True
CK/AB,I/J,1,True,True,False,False,True,True,True,False
CK/AB,FHJ/,1,True,False,False,False,True,True,True,False
A/BCK,GL/IJK,1,True,True,True,True,True,True,False,True
CK/AB,J/,1,True,False,False,False,True,True,True,False
AB/CK,GL/IJK,1,True,True,True,True,True,True,False,True
A/BCK,FIJ/K,2,True,False,True,True,True,True,False,False
AB/CK,I/K,2,True,False,True,True,True,True,False,False
CK/AB,F/,1,True,False,False,False,True,True,True,False
CK/AB,IK/,1,True,False,False,False,True,True,True,True
AB/CK,FIJ/K,2,True,False,True,True,True,True,False,False
ABCK/,IK/FHJ,1,False,True,False,False,True,True,True,True
CK/AB,IJ/F,1,True,True,False,False,True,True,True,False
ABCK/,K/FIJ,1,False,True,False,False,True,False,True,True
AB/CK,GL/FHIJK,1,True,True,True,True,True,True,False,True
A/BCK,GL/FHIJK,1,True,True,True,True,True,True,False,True
A/BCK,FHJ/IK,3,True,True,True,True,True,True,False,False
AB/CK,FGHL/IJK,1,True,True,True,True,True,True,False,True
AB/CK,IJ/K,2,True,False,True,True,True,True,False,False
AB/CK,GHL/FIJK,1,True,True,True,True,True,True,False,True
BCK/A,IK/FHJ,1,True,True,False,False,True,True,True,True
CK/AB,H/FJ,1,True,True,False,False,True,True,True,False
ABCK/,K/IJ,1,False,True,False,False,True,False,True,True
ABCK/,IK/FJ,1,False,True,False,False,True,True,True,True
A/BCK,F/IJK,3,True,True,True,True,True,True,False,False
BCK/A,IK/FJ,1,True,True,False,False,True,True,True,True
CK/AB,I/,1,True,False,False,False,True,True,True,False
A/BCK,GHL/IK,1,True,True,True,True,True,True,False,True
A/BCK,I/K,2,True,False,True,True,True,True,False,False
CK/AB,FJ/,1,True,False,False,False,True,True,True,False
CK/AB,IK/FJ,1,True,True,False,False,True,True,True,True
A/BCK,GHL/FIJK,1,True,True,True,True,True,True,False,True
CK/AB,IJK/F,1,True,True,False,False,True,True,True,True
BCK/A,IK/J,1,True,True,False,False,True,True,True,True
A/BCK,/K,1,True,False,True,True,True,False,False,False
CK/AB,J/I,1,True,True,False,False,True,True,True,False
A/BCK,IJ/K,2,True,False,True,True,True,True,False,False
AB/CK,FGHJL/IK,1,True,True,True,True,True,True,False,True
CK/AB,FIJ/,1,True,False,False,False,True,True,True,False
BCK/A,K/IJ,1,True,True,False,False,True,False,True,True
A/BCK,FGHL/IJK,1,True,True,True,True,True,True,False,True
CK/AB,K/I,1,True,True,False,False,True,False,True,True
CK/AB,IK/FHJ,1,True,True,False,False,True,True,True,True
CK/AB,FJ/H,1,True,True,False,False,True,True,True,False
AB/CK,/K,1,True,False,True,True,True,False,False,False
CK/AB,H/,1,True,False,False,False,True,True,True,False
AB/CK,GHL/IK,1,True,True,True,True,True,True,False,True
CK/AB,J/F,1,True,True,False,False,True,True,True,False
BCK/A,IJK/F,1,True,True,False,False,True,True,True,True
AB/CK,GL/IK,1,True,True,True,True,True,True,False,True
CK/AB,IK/J,1,True,True,False,False,True,True,True,True
A/BCK,FGHJL/IK,1,True,True,True,True,True,True,False,True
BCK/A,K/FIJ,1,True,True,False,False,True,False,True,True
CK/AB,FIJK/,1,True,False,False,False,True,True,True,True
L/DE,FGHL/J,1,True,True,False,False,False,True,True,True
DEL/,GL/FHIJ,1,False,True,False,False,True,True,True,True
DE/L,H/GL,2,False,True,True,True,True,True,False,False
E/DL,FHIJ/GL,3,True,True,True,True,True,True,False,False
L/DE,GL/FHJ,1,True,True,False,False,False,True,True,True
E/DL,FHJ/GL,3,True,True,True,True,True,True,False,False
L/DE,F/H,1,True,True,False,False,False,True,True,False
E/DL,FJ/GHL,3,True,True,True,True,True,True,False,False
DE/L,K/GHL,1,False,True,True,True,True,False,False,True
DL/E,GL/FHIJ,1,True,True,False,False,True,True,True,True
L/DE,H/,1,True,False,False,False,False,True,True,False
DL/E,GL/FH,1,True,True,False,False,True,True,True,True
DE/L,FHIJ/GL,2,False,True,True,True,True,True,False,False
L/DE,F/IJ,1,True,True,False,False,False,True,True,False
DE/L,FH/GL,2,False,True,True,True,True,True,False,False
DE/L,IK/FGHJL,1,False,True,True,True,True,True,False,True
L/DE,GHL/,1,True,False,False,False,False,True,True,True
E/DL,FH/GL,3,True,True,True,True,True,True,False,False
L/DE,FGHIJL/,1,True,False,False,False,False,True,True,True
DE/L,IJK/GL,1,False,True,True,True,True,True,False,True
L/DE,GL/H,1,True,True,False,False,False,True,True,True
DE/L,FHJ/GL,2,False,True,True,True,True,True,False,False
E/DL,K/FGHJL,1,True,True,True,True,True,False,False,True
DEL/,GHL/FJ,1,False,True,False,False,True,True,True,True
DL/E,FGHL/J,1,True,True,False,False,True,True,True,True
DE/L,FIJK/GHL,1,False,True,True,True,True,True,False,True
L/DE,GL/FH,1,True,True,False,False,False,True,True,True
L/DE,FGHL/,1,True,False,False,False,False,True,True,True
E/DL,K/FGHL,1,True,True,True,True,True,False,False,True
DE/L,FJ/GHL,2,False,True,True,True,True,True,False,False
E/DL,H/GL,3,True,True,True,True,True,True,False,False
E/DL,K/FGHIJL,1,True,True,True,True,True,False,False,True
DE/L,K/FGHJL,1,False,True,True,True,True,False,False,True
L/DE,FJ/,1,True,False,False,False,False,True,True,False
DE/L,J/FGHL,2,False,True,True,True,True,True,False,False
E/DL,G/L,2,True,False,True,True,True,True,False,False
L/DE,FIJ/H,1,True,True,False,False,False,True,True,False
E/DL,IK/FGHJL,1,True,True,True,True,True,True,False,True
L/DE,H/FJ,1,True,True,False,False,False,True,True,False
L/DE,L/G,1,True,True,False,False,False,False,True,True
L/DE,I/J,1,True,True,False,False,False,True,True,False
L/DE,H/FIJ,1,True,True,False,False,False,True,True,False
E/DL,J/FGHL,3,True,True,True,True,True,True,False,False
DL/E,GHL/FJ,1,True,True,False,False,True,True,True,True
L/DE,J/F,1,True,True,False,False,False,True,True,False
L/DE,FGHJL/,1,True,False,False,False,False,True,True,True
L/DE,F/,1,True,False,False,False,False,True,True,False
DE/L,K/GL,1,False,True,True,True,True,False,False,True
L/DE,IJ/,1,True,False,False,False,False,True,True,False
DEL/,GL/FHJ,1,False,True,False,False,True,True,True,True
DEL/,GL/FH,1,False,True,False,False,True,True,True,True
E/DL,/L,1,True,False,True,True,True,False,False,False
E/DL,FHIJK/GL,1,True,True,True,True,True,True,False,True
L/DE,FIJ/,1,True,False,False,False,False,True,True,False
E/DL,FIJK/GHL,1,True,True,True,True,True,True,False,True
E/DL,K/GHL,1,True,True,True,True,True,False,False,True
L/DE,GHL/FJ,1,True,True,False,False,False,True,True,True
L/DE,FJ/H,1,True,True,False,False,False,True,True,False
DL/E,L/G,1,True,True,False,False,True,False,True,True
L/DE,FH/,1,True,False,False,False,False,True,True,False
L/DE,IJ/F,1,True,True,False,False,False,True,True,False
DL/E,GL/H,1,True,True,False,False,True,True,True,True
DE/L,FHIJK/GL,1,False,True,True,True,True,True,False,True
L/DE,G/,1,True,False,False,False,False,True,True,False
L/DE,J/I,1,True,True,False,False,False,True,True,False
E/DL,IJK/FGHL,1,True,True,True,True,True,True,False,True
E/DL,IK/GL,1,True,True,True,True,True,True,False,True
L/DE,I/,1,True,False,False,False,False,True,True,False
L/DE,GL/FHIJ,1,True,True,False,False,False,True,True,True
L/DE,J/,1,True,False,False,False,False,True,True,False
E/DL,K/GL,1,True,True,True,True,True,False,False,True
DE/L,IK/GL,1,False,True,True,True,True,True,False,True
DE/L,IJK/FGHL,1,False,True,True,True,True,True,False,True
L/DE,H/F,1,True,True,False,False,False,True,True,False
E/DL,IK/GHL,1,True,True,True,True,True,True,False,True
L/DE,FHJ/,1,True,False,False,False,False,True,True,False
L/DE,GL/,1,True,False,False,False,False,True,True,True
L/DE,L/,1,True,False,False,False,False,False,True,True
DE/L,K/FGHIJL,1,False,True,True,True,True,False,False,True
DE/L,K/FGHL,1,False,True,True,True,True,False,False,True
E/DL,IJK/GL,1,True,True,True,True,True,True,False,True
DL/E,GL/FHJ,1,True,True,False,False,True,True,True,True
L/DE,FHIJ/,1,True,False,False,False,False,True,True,False
DE/L,IK/GHL,1,False,True,True,True,True,True,False,True
L/DE,F/J,1,True,True,False,False,False,True,True,False
DE/K,GHL/IK,1,False,True,True,True,True,True,False,True
K/DE,IJ/,1,True,False,False,False,False,True,True,False
DE/K,FHJ/IK,2,False,True,True,True,True,True,False,False
DE/K,J/IK,2,False,True,True,True,True,True,False,False
K/DE,J/F,1,True,True,False,False,False,True,True,False
DEK/,IK/FHJ,1,False,True,False,False,True,True,True,True
K/DE,I/,1,True,False,False,False,False,True,True,False
DE/K,F/IJK,2,False,True,True,True,True,True,False,False
K/DE,FIJK/,1,True,False,False,False,False,True,True,True
K/DE,IK/FJ,1,True,True,False,False,False,True,True,True
DEK/,K/FIJ,1,False,True,False,False,True,False,True,True
K/DE,IJ/F,1,True,True,False,False,False,True,True,False
DE/K,FGHL/IJK,1,False,True,True,True,True,True,False,True
K/DE,IK/FHJ,1,True,True,False,False,False,True,True,True
K/DE,FHIJK/,1,True,False,False,False,False,True,True,True
DEK/,IK/FJ,1,False,True,False,False,True,True,True,True
K/DE,J/,1,True,False,False,False,False,True,True,False
K/DE,F/,1,True,False,False,False,False,True,True,False
DEK/,K/IJ,1,False,True,False,False,True,False,True,True
K/DE,K/,1,True,False,False,False,False,False,True,True
K/DE,F/IJ,1,True,True,False,False,False,True,True,False
DE/K,FJ/IK,2,False,True,True,True,True,True,False,False
K/DE,K/FIJ,1,True,True,False,False,False,False,True,True
K/DE,IK/,1,True,False,False,False,False,True,True,True
DE/K,GL/FHIJK,1,False,True,True,True,True,True,False,True
DE/K,GHL/FIJK,1,False,True,True,True,True,True,False,True
K/DE,FIJ/,1,True,False,False,False,False,True,True,False
